Customer ID,Time with Company (in Months),Contract Type,Internet Service Provider,Total Charges,Predicted Churn,Risk Level,Predicted Probability
3813-DHBBB,67,Two year,DSL,3521.7,No,1_Low,0.006809017179429258
3973-SKMLN,71,Two year,No,1355.1,No,1_Low,0.0012846714246015944
7623-HKYRK,6,Month-to-month,No,111.65,No,1_Low,0.3574622835111648
0887-HJGAR,1,Month-to-month,DSL,45.7,Yes,3_High,0.7110345673905324
4778-IZARL,63,Two year,Fiber optic,6705.7,No,1_Low,0.08674904168994337
0018-NYROU,5,Month-to-month,Fiber optic,351.5,Yes,3_High,0.8450936153652944
7269-JISCY,55,One year,DSL,2462.6,No,1_Low,0.04686625037535578
6896-SRVYQ,44,Month-to-month,Fiber optic,3122.4,Yes,2_Medium,0.518012803362952
4632-XJMEX,53,One year,DSL,3419.5,No,1_Low,0.029569739560167684
2905-KFQUV,2,Month-to-month,Fiber optic,154.8,Yes,3_High,0.8102181461054268
7668-XCFYV,17,Month-to-month,Fiber optic,1614.7,Yes,3_High,0.9047538196865781
4846-WHAFZ,37,Month-to-month,Fiber optic,2868.15,Yes,3_High,0.7499389678067747
6711-VTNRE,36,Month-to-month,Fiber optic,3078.1,Yes,2_Medium,0.5627864540585956
0260-ZDLGK,9,Month-to-month,DSL,651.4,Yes,2_Medium,0.5588251964368989
8229-TNIQA,4,Month-to-month,DSL,196.95,Yes,2_Medium,0.6730555740997238
6924-TDGMT,11,One year,No,184.95,No,1_Low,0.18431080870845834
3662-FXJFO,54,Two year,No,1035.7,No,1_Low,0.004252807584884592
3511-BFTJW,72,Two year,DSL,2763.0,No,1_Low,0.0034052212082132717
6937-GCDGQ,19,One year,DSL,955.6,No,1_Low,0.22661044049492635
3349-ANQNH,59,One year,Fiber optic,5890.0,Yes,2_Medium,0.6958675026261442
6351-SCJKT,3,Month-to-month,DSL,107.25,Yes,2_Medium,0.4342486278138821
9103-CXVOK,1,Month-to-month,No,19.75,Yes,2_Medium,0.5183449185050191
0661-KBKPA,53,One year,DSL,3942.45,No,1_Low,0.1494800102565872
0931-MHTEM,54,One year,Fiber optic,5299.65,No,1_Low,0.3422634642858872
9003-CPATH,42,Month-to-month,Fiber optic,3313.4,Yes,2_Medium,0.603813911236294
8947-YRTDV,32,One year,Fiber optic,3131.55,No,1_Low,0.29912483509577914
2446-BEGGB,6,Month-to-month,Fiber optic,560.6,Yes,3_High,0.9018418041091588
0991-BRRFB,18,Month-to-month,DSL,874.8,No,1_Low,0.3981597364150056
0196-VULGZ,6,Month-to-month,Fiber optic,474.9,Yes,3_High,0.902239453882644
2722-JMONI,1,Month-to-month,DSL,49.55,Yes,2_Medium,0.692669985121783
5414-OFQCB,57,Two year,Fiber optic,5229.8,No,1_Low,0.18308425603633244
2535-PBCGC,70,Two year,DSL,4504.9,No,1_Low,0.007774904483696173
5117-ZSMHQ,71,Two year,DSL,6342.7,No,1_Low,0.019004264165096013
5228-EXCET,13,Month-to-month,Fiber optic,1008.7,Yes,3_High,0.844911299138207
9553-DLCLU,13,Two year,DSL,1161.75,No,1_Low,0.09183926052267744
3750-YHRYO,7,One year,No,150.0,No,1_Low,0.2110443115465959
5849-ASHZJ,27,One year,No,552.9,No,1_Low,0.06608756392135247
8082-GHXOP,13,Month-to-month,DSL,659.35,Yes,2_Medium,0.5319645840021168
7036-TYDEC,69,Two year,Fiber optic,7028.5,No,1_Low,0.20961921142431386
2903-YYTBW,1,Month-to-month,DSL,44.55,Yes,3_High,0.7391973472241099
1334-PDUKM,68,One year,Fiber optic,5762.95,No,1_Low,0.1662420135438949
4837-PZTIC,47,Two year,DSL,1875.25,No,1_Low,0.012071321765085808
4826-DXMUP,35,One year,DSL,2495.15,No,1_Low,0.2535787850996815
8757-TFHHJ,1,Month-to-month,DSL,49.8,Yes,2_Medium,0.5865363461311234
9327-QSDED,8,Month-to-month,DSL,335.4,Yes,2_Medium,0.553253697216329
2250-IVBWA,64,Month-to-month,Fiber optic,5135.35,No,1_Low,0.24107106487305685
4277-UDIEF,24,Month-to-month,DSL,1923.85,No,1_Low,0.33610367868741087
3750-RNQKR,12,Month-to-month,No,246.25,No,1_Low,0.24236177519375207
8065-QBYTO,71,One year,Fiber optic,7181.25,No,1_Low,0.2378196779873636
0410-IPFTY,31,Month-to-month,Fiber optic,2674.15,Yes,2_Medium,0.573732716396203
7673-LPRNY,23,One year,DSL,1843.05,Yes,2_Medium,0.45288528579114223
6946-LMSQS,25,One year,Fiber optic,2177.45,Yes,2_Medium,0.6478298364453768
8413-YNHNV,69,Two year,DSL,6322.1,No,1_Low,0.023856890227629133
9593-CVZKR,56,Two year,No,1385.85,No,1_Low,0.00575268359481685
3995-WFCSM,2,Month-to-month,DSL,111.4,Yes,3_High,0.7093918669155197
3099-OONVS,25,Month-to-month,DSL,1296.8,No,1_Low,0.2139366402364543
2034-CGRHZ,24,Month-to-month,Fiber optic,2496.7,Yes,3_High,0.8027370877406861
2101-RANCD,55,Month-to-month,Fiber optic,4144.9,Yes,2_Medium,0.5681832203093512
6120-RJKLU,62,Two year,DSL,4819.75,No,1_Low,0.025870580558964646
2718-GAXQD,4,Month-to-month,DSL,181.6,Yes,3_High,0.7435546980349995
8053-WWDRO,6,Month-to-month,No,146.3,No,1_Low,0.29564752330816235
5774-XZTQC,7,Month-to-month,No,150.75,No,1_Low,0.3227706527760253
2826-UWHIS,45,Month-to-month,Fiber optic,3775.85,Yes,2_Medium,0.4390122527842611
0675-NCDYU,72,Two year,Fiber optic,8543.25,No,1_Low,0.1710814601854225
1867-TJHTS,58,Month-to-month,Fiber optic,4526.85,No,1_Low,0.3288908677351716
4391-LNRXK,22,Month-to-month,Fiber optic,2142.8,Yes,2_Medium,0.5090339348021777
6897-RWMUB,61,Two year,DSL,4158.25,No,1_Low,0.008417900000914734
6851-WEFYX,35,Month-to-month,Fiber optic,3437.5,Yes,3_High,0.8583558617639827
8680-CGLTP,29,One year,DSL,1696.2,No,1_Low,0.10682195607387851
8967-SZQAS,14,Month-to-month,DSL,765.45,Yes,2_Medium,0.5040707093631869
1174-FGIFN,28,One year,Fiber optic,2509.25,Yes,2_Medium,0.6082008817721691
9509-MPYOD,35,One year,No,700.45,No,1_Low,0.034008973356319756
5924-IFQTT,13,Month-to-month,DSL,930.05,Yes,2_Medium,0.5385312545364345
0913-XWSCN,55,Month-to-month,Fiber optic,4713.4,Yes,2_Medium,0.5265706006107398
9133-AYJZG,23,Month-to-month,Fiber optic,2249.1,Yes,3_High,0.7891694361869634
6258-NGCNG,7,Month-to-month,No,173.0,No,1_Low,0.36976188366806784
5955-EPOAZ,6,Month-to-month,No,109.5,No,1_Low,0.39004514493687753
5135-RDDQL,63,Two year,DSL,3221.25,No,1_Low,0.011752855612057684
2391-IPLOP,50,One year,DSL,3442.15,No,1_Low,0.1795579254508019
8372-JUXUI,1,Month-to-month,Fiber optic,74.35,Yes,3_High,0.9097316702955556
2439-QKJUL,5,Month-to-month,No,109.8,No,1_Low,0.3513796814129462
6086-ESGRL,1,Month-to-month,Fiber optic,80.15,Yes,3_High,0.805296383680895
0962-CQPWQ,62,Two year,No,1296.15,No,1_Low,0.0018958403168056884
0463-WZZKO,3,Month-to-month,No,67.1,Yes,2_Medium,0.4483092995198743
0330-IVZHA,5,Month-to-month,Fiber optic,330.15,Yes,3_High,0.8079684439603552
5600-KTXFM,2,Month-to-month,Fiber optic,143.9,Yes,3_High,0.7883982332596665
7841-TZDMQ,2,Month-to-month,DSL,84.5,Yes,2_Medium,0.6996605552862851
1093-YSWCA,11,Two year,No,223.15,No,1_Low,0.06610371108954813
2868-MZAGQ,1,Month-to-month,Fiber optic,79.25,Yes,3_High,0.8884893998308867
8884-MRNSU,17,One year,No,329.75,No,1_Low,0.10670161327103365
7124-UGSUR,61,One year,Fiber optic,6405.0,Yes,2_Medium,0.5366772946142145
5917-RYRMG,32,One year,No,587.7,No,1_Low,0.048437455972602045
0139-IVFJG,2,Month-to-month,Fiber optic,190.5,Yes,3_High,0.7172701016690924
1452-KIOVK,22,Month-to-month,Fiber optic,1949.4,Yes,3_High,0.7760709571855443
2541-YGPKE,42,One year,DSL,2763.35,No,1_Low,0.06523564811116332
5081-NWSUP,10,One year,DSL,685.55,No,1_Low,0.23281572659556588
9500-LTVBP,35,Month-to-month,Fiber optic,2835.9,Yes,2_Medium,0.46833901543924084
7629-WFGLW,56,One year,Fiber optic,5471.75,No,1_Low,0.2006437550452855
4829-AUOAX,46,Month-to-month,Fiber optic,4399.5,Yes,3_High,0.7005141616849165
0314-TKOSI,6,Month-to-month,DSL,322.9,No,1_Low,0.3694716846072116
7963-SHNDT,52,Two year,DSL,1982.1,No,1_Low,0.0068740740703554385
8329-UTMVM,27,One year,Fiber optic,2964.0,Yes,2_Medium,0.5944245397750441
0947-IDHRQ,7,Month-to-month,Fiber optic,526.7,Yes,3_High,0.8316091444129827
8197-BFWVU,72,Two year,DSL,6688.95,No,1_Low,0.02935706317691918
7714-YXSMB,26,Month-to-month,Fiber optic,2599.95,Yes,3_High,0.8060458202214823
0218-QNVAS,71,One year,Fiber optic,7113.75,No,1_Low,0.39806140377486793
4636-JGAAI,34,Month-to-month,Fiber optic,3000.25,Yes,2_Medium,0.5805699871392301
1732-VHUBQ,47,Month-to-month,Fiber optic,3309.25,Yes,2_Medium,0.42450813802547077
8514-VZHEB,59,Two year,No,1147.85,No,1_Low,0.0024131143908513782
1552-CZCLL,55,Month-to-month,No,1087.25,No,1_Low,0.015583006839247444
5055-BRMNE,67,Two year,Fiber optic,7009.5,No,1_Low,0.1360777704487695
9139-WQQDY,49,One year,Fiber optic,4941.8,Yes,2_Medium,0.5198655784367647
6168-WFVVF,3,Month-to-month,Fiber optic,235.5,Yes,3_High,0.8888209702878127
6064-ZATLR,27,Two year,DSL,1498.65,No,1_Low,0.03782965904278088
2144-ESWKO,43,One year,DSL,1463.7,No,1_Low,0.07743170875866762
9701-CDXHR,51,Month-to-month,Fiber optic,3649.6,No,1_Low,0.34050939996664215
2025-JKFWI,13,Month-to-month,Fiber optic,1301.7,Yes,3_High,0.791284042361116
5386-THSLQ,66,One year,DSL,3027.25,No,1_Low,0.03789305167813208
2085-JVGAD,37,Month-to-month,No,697.65,No,1_Low,0.0445631404925662
2469-DTSGX,72,Two year,Fiber optic,7943.45,No,1_Low,0.24307246552452674
1309-BXVOQ,21,Month-to-month,Fiber optic,2249.95,Yes,3_High,0.8052752589337246
3088-LHEFH,11,Month-to-month,Fiber optic,929.3,Yes,3_High,0.7065750693495411
0608-JDVEC,50,Two year,No,1013.2,No,1_Low,0.006151473250074807
7301-ABVAD,72,Two year,DSL,6350.5,No,1_Low,0.029658630437566485
5215-LNLDJ,7,Month-to-month,DSL,149.05,Yes,3_High,0.8014727307871075
6253-WRFHY,13,One year,DSL,877.35,Yes,2_Medium,0.6426443367616054
7542-CYDDM,18,Month-to-month,No,358.5,No,1_Low,0.17664654639535057
7825-GKXMW,1,Month-to-month,DSL,45.8,Yes,3_High,0.7330488023953315
4236-XPXAV,5,Month-to-month,Fiber optic,465.05,Yes,3_High,0.7056644669959004
0374-AACSZ,1,Month-to-month,DSL,50.15,Yes,2_Medium,0.6138440487828943
8949-JTMAY,29,Month-to-month,Fiber optic,2933.2,Yes,3_High,0.8084844670346307
3197-ARFOY,19,Month-to-month,Fiber optic,2007.25,Yes,2_Medium,0.5807768364892251
1209-VFFOC,68,Two year,DSL,3948.45,No,1_Low,0.008345110765374229
2404-JIBFC,55,Two year,DSL,4657.95,No,1_Low,0.04465810907782021
5562-YJQGT,2,Month-to-month,No,35.1,No,1_Low,0.3940739737766358
4779-ZGICK,48,Two year,No,1173.35,No,1_Low,0.00758163757808648
4763-PGDPO,4,Month-to-month,Fiber optic,281.0,Yes,3_High,0.8294211762103474
2580-ATZSQ,65,One year,DSL,3874.1,No,1_Low,0.018232626715358878
0419-YAAPX,49,Month-to-month,Fiber optic,4297.95,Yes,2_Medium,0.5217087379793119
3269-ATYWD,39,Month-to-month,Fiber optic,3759.05,Yes,3_High,0.8146187750106559
2606-PKWJB,40,One year,DSL,1564.05,No,1_Low,0.043452217788461714
3276-HDUEG,1,Month-to-month,Fiber optic,75.05,Yes,3_High,0.8576364665670565
0052-DCKON,66,One year,Fiber optic,7942.15,No,1_Low,0.287283890330117
4821-SJHJV,32,Month-to-month,Fiber optic,2901.8,Yes,3_High,0.7066271406185068
1323-OOEPC,53,Month-to-month,Fiber optic,5149.5,Yes,2_Medium,0.6443749703894596
8775-LHDJH,1,Month-to-month,Fiber optic,90.6,Yes,3_High,0.897379063452453
5808-TOTXO,3,One year,No,57.4,No,1_Low,0.327338084011215
0795-XCCTE,72,Two year,No,1809.35,No,1_Low,0.0017212101435615517
1271-SJBGZ,12,Month-to-month,DSL,526.95,Yes,2_Medium,0.668372438922732
1731-TVIUK,4,Month-to-month,Fiber optic,362.2,Yes,3_High,0.7744989241896937
8046-DNVTL,62,Two year,DSL,2345.55,No,1_Low,0.004555210512605628
3806-DXQOM,4,Month-to-month,DSL,137.85,Yes,2_Medium,0.6649211776915588
2139-FQHLM,19,Month-to-month,Fiber optic,1682.4,Yes,2_Medium,0.575540263953988
3696-DFHHB,68,Two year,No,1821.8,No,1_Low,0.001975330982625769
7722-CVFXN,54,One year,Fiber optic,5637.85,Yes,2_Medium,0.5425870760460129
6040-CGACY,15,Month-to-month,No,299.4,No,1_Low,0.20529132212394888
8348-HFYIV,2,Month-to-month,DSL,90.35,Yes,3_High,0.8720075081499523
3791-LGQCY,56,Month-to-month,Fiber optic,5688.05,Yes,3_High,0.7331444924845364
9617-UDPEU,22,One year,No,412.55,No,1_Low,0.09893385581868885
3768-VHXQO,67,Two year,No,1583.5,No,1_Low,0.0018458118205127232
7251-LJBQN,40,One year,Fiber optic,4188.4,Yes,2_Medium,0.5776452007192432
1196-AMORA,7,Month-to-month,Fiber optic,520.0,Yes,3_High,0.8468922508374546
4465-VDKIQ,18,Month-to-month,Fiber optic,1358.6,Yes,2_Medium,0.6263752451736387
6147-CBCRA,33,Month-to-month,No,669.45,No,1_Low,0.06319740077375542
6839-ITVZJ,26,Month-to-month,DSL,1616.15,No,1_Low,0.37115680534438916
5334-JLAXU,60,Month-to-month,Fiber optic,5475.9,No,1_Low,0.36652341903497043
9786-YWNHU,63,Two year,DSL,4014.2,No,1_Low,0.0050049567511131566
5968-HYJRZ,47,Two year,No,1160.45,No,1_Low,0.008280308125464582
6967-PEJLL,37,One year,DSL,1525.35,No,1_Low,0.10676682130688907
3865-QBWSJ,38,Month-to-month,Fiber optic,3162.65,Yes,2_Medium,0.6187721772023882
5076-YVXCM,51,Month-to-month,Fiber optic,4149.45,Yes,2_Medium,0.5045982422778029
8400-WZICQ,55,Month-to-month,DSL,3131.8,No,1_Low,0.08424027937620096
0947-MUGVO,20,Month-to-month,Fiber optic,1463.5,Yes,3_High,0.7298658854212797
6344-SFJVH,20,Month-to-month,DSL,505.95,Yes,2_Medium,0.4666040053411646
2019-HDCZY,63,Two year,Fiber optic,6296.75,No,1_Low,0.3295409817304495
7013-PSXHK,40,One year,DSL,3208.65,No,1_Low,0.24061155994757766
4160-AMJTL,8,Month-to-month,No,164.3,Yes,2_Medium,0.42961440061299844
5424-RLQLC,10,Month-to-month,DSL,638.95,Yes,2_Medium,0.5953829474648158
7503-MIOGA,72,Two year,DSL,6697.35,No,1_Low,0.03013063801325203
5353-WILCI,28,Month-to-month,DSL,1522.65,No,1_Low,0.23225017197007894
4237-RLAQD,1,Month-to-month,DSL,45.85,Yes,3_High,0.7114797903338381
8908-SLFCJ,21,Two year,No,435.25,No,1_Low,0.0436272766894262
5084-OOVCJ,17,Month-to-month,DSL,920.5,No,1_Low,0.2667529323763175
3982-XWFZQ,42,Month-to-month,DSL,2203.65,No,1_Low,0.3489942366668742
3160-TYXLT,53,Month-to-month,DSL,2546.85,No,1_Low,0.10442224378602492
9891-NQDBD,28,One year,No,672.2,No,1_Low,0.06655579084672904
6419-ZTTLE,23,One year,No,485.2,No,1_Low,0.15203728195078625
4062-HBMOS,52,Month-to-month,Fiber optic,5364.8,Yes,3_High,0.7540193227839356
2749-CTKAJ,22,One year,No,419.9,No,1_Low,0.08301346864759851
7765-LWVVH,72,Two year,Fiber optic,6843.15,No,1_Low,0.1653383116994136
6223-DHJGV,42,One year,No,958.1,No,1_Low,0.029149182946679154
4806-DXQCE,70,Two year,Fiber optic,7714.65,No,1_Low,0.17870053579747763
5553-AOINX,66,One year,Fiber optic,6891.45,Yes,2_Medium,0.6353237195340123
0769-MURVM,72,Two year,DSL,4575.35,No,1_Low,0.007859002136109187
1790-NESIO,13,Two year,No,261.3,No,1_Low,0.07321417676799956
0136-IFMYD,69,Two year,Fiber optic,7634.25,No,1_Low,0.2859744172578662
0952-KMEEH,13,Month-to-month,Fiber optic,1230.25,Yes,3_High,0.7463360303142501
3347-YJZZE,29,Month-to-month,DSL,2211.8,Yes,2_Medium,0.43601154873150216
8039-EQPIM,69,Two year,DSL,4055.5,No,1_Low,0.009409999561682501
2038-OEQZH,4,Month-to-month,Fiber optic,308.1,Yes,3_High,0.8250282074422153
1266-NZYUI,72,Two year,DSL,4758.8,No,1_Low,0.006709277960646134
6567-HOOPW,1,Month-to-month,Fiber optic,79.2,Yes,3_High,0.9142778486746285
8272-ONJLV,12,One year,Fiber optic,1184.0,Yes,3_High,0.7464883132283531
8091-TTVAX,58,One year,Fiber optic,5681.1,Yes,2_Medium,0.47216285044104395
8305-VHZBZ,1,Month-to-month,No,20.2,Yes,2_Medium,0.4804871139220839
0916-KNFAJ,61,Two year,DSL,4226.7,No,1_Low,0.029476974923499787
7048-GXDAY,39,Month-to-month,Fiber optic,4040.65,Yes,3_High,0.7397136929256773
5696-EXCYS,17,Two year,No,369.05,No,1_Low,0.04497055637913051
4176-FXYBO,54,Month-to-month,Fiber optic,6118.95,Yes,2_Medium,0.6392841056633207
3244-CQPHU,72,Two year,Fiber optic,7746.7,No,1_Low,0.13657807199044059
2239-CGBUZ,51,One year,DSL,3145.15,No,1_Low,0.02727478078584276
1866-RZZQS,41,Month-to-month,Fiber optic,4187.75,Yes,3_High,0.8626897421122002
6892-XPFPU,24,Month-to-month,Fiber optic,2433.9,Yes,3_High,0.8433078878892268
1539-LNKHM,12,Month-to-month,No,266.6,No,1_Low,0.24720675779360743
4395-PZMSN,5,Month-to-month,Fiber optic,408.5,Yes,3_High,0.8566801282106683
0761-AETCS,1,Month-to-month,No,19.3,Yes,2_Medium,0.5042970325090507
3420-YJLQT,2,Month-to-month,Fiber optic,151.75,Yes,3_High,0.8197733470941505
1053-MXTTK,72,Two year,Fiber optic,7726.35,No,1_Low,0.07951565548067112
3838-OZURD,66,Month-to-month,Fiber optic,7133.25,Yes,2_Medium,0.6552886805816504
6907-FLBER,1,Month-to-month,DSL,54.3,Yes,3_High,0.7060929379604401
4698-KVLLG,51,Two year,No,967.9,No,1_Low,0.004784570132725001
2351-RRBUE,7,One year,No,134.05,No,1_Low,0.2060316990440973
7156-MHUGY,13,Month-to-month,Fiber optic,1201.15,Yes,3_High,0.903452831768406
0969-RGKCU,37,One year,No,677.05,No,1_Low,0.029536223750886482
8566-YPRGL,1,Month-to-month,No,19.5,Yes,2_Medium,0.47294647849017946
8207-DMRVL,72,Two year,Fiber optic,8306.05,No,1_Low,0.11170756613375354
9174-IHETN,50,Two year,Fiber optic,3533.6,No,1_Low,0.11598517681788613
4361-BKAXE,41,Month-to-month,Fiber optic,4527.45,Yes,2_Medium,0.47177301867114224
9866-QEVEE,19,Month-to-month,Fiber optic,1532.45,Yes,3_High,0.7854600322535011
8646-JCOMS,66,One year,Fiber optic,6130.95,No,1_Low,0.16195412803577566
1087-UDSIH,3,Month-to-month,No,59.75,Yes,2_Medium,0.43838090576044114
1197-BVMVG,4,Month-to-month,Fiber optic,294.45,Yes,3_High,0.9047827768067165
3675-EQOZA,5,Month-to-month,No,93.55,No,1_Low,0.3327039077431308
9782-LGXMC,49,Month-to-month,DSL,3024.15,No,1_Low,0.055729943359890226
7641-TQFHN,39,Two year,Fiber optic,3895.35,No,1_Low,0.2919633365814753
6559-ILWKJ,71,Two year,DSL,3515.25,No,1_Low,0.02289770785445743
8748-HFWBO,19,One year,No,357.7,No,1_Low,0.10015341957970575
2075-PUEPR,55,Two year,No,1153.25,No,1_Low,0.003117142339305173
9040-KZVWO,26,One year,Fiber optic,2018.1,No,1_Low,0.36634940429515783
6685-XSHHU,60,Two year,No,1270.55,No,1_Low,0.002938105399266486
9058-MJLZC,24,Month-to-month,Fiber optic,2283.15,Yes,3_High,0.7786299872327274
8515-OCTJS,25,Two year,No,692.1,No,1_Low,0.035546822207713685
6257-DTAYD,71,Two year,Fiber optic,7365.3,No,1_Low,0.1607896921218819
2778-OCLGR,24,Month-to-month,DSL,971.3,No,1_Low,0.36139738926145176
1624-NALOJ,5,Month-to-month,Fiber optic,502.6,Yes,3_High,0.8877637853669567
6537-OTKMY,15,One year,DSL,688.2,Yes,2_Medium,0.5940733379881113
3638-WEABW,58,Two year,DSL,3505.1,No,1_Low,0.01655797886042288
5875-YPQFJ,1,Month-to-month,Fiber optic,69.9,Yes,3_High,0.8774843019863443
5468-BPMMO,46,Month-to-month,No,851.2,No,1_Low,0.03694674813830948
4504-YOULA,35,Month-to-month,DSL,2136.9,No,1_Low,0.218338412257431
0810-DHDBD,52,One year,DSL,3877.65,No,1_Low,0.0657653960214343
5747-PMBSQ,10,Month-to-month,Fiber optic,934.1,Yes,2_Medium,0.6291909189586052
2256-YLYLP,68,Two year,DSL,4953.25,No,1_Low,0.025194715828262566
5606-AMZBO,10,Month-to-month,Fiber optic,765.15,Yes,2_Medium,0.6975553570992066
0206-OYVOC,46,Two year,No,864.2,No,1_Low,0.007486536497310729
7396-VJUZB,4,Month-to-month,DSL,155.35,Yes,2_Medium,0.6188026996772574
4694-PHWFW,8,Month-to-month,No,170.9,No,1_Low,0.32483707564397624
4006-HKYHO,63,Two year,DSL,5309.5,No,1_Low,0.01990859372354515
2091-MJTFX,30,Month-to-month,DSL,1561.5,No,1_Low,0.37793577870362155
4732-RRJZC,7,Month-to-month,No,144.35,No,1_Low,0.32567004535454835
4338-EYCER,21,Month-to-month,DSL,1125.2,Yes,2_Medium,0.4317791781255112
6230-BSUXY,1,Month-to-month,Fiber optic,85.0,Yes,3_High,0.8876773985359545
0716-BQNDX,57,Two year,Fiber optic,5625.55,No,1_Low,0.16532057106351714
6166-ILMNY,2,Month-to-month,Fiber optic,144.55,Yes,3_High,0.7658745382249834
3801-HMYNL,1,Month-to-month,Fiber optic,89.15,Yes,3_High,0.8454343701648614
9763-GRSKD,13,Month-to-month,DSL,587.45,Yes,2_Medium,0.43230546385045465
0529-ONKER,15,Month-to-month,Fiber optic,1146.65,Yes,3_High,0.8402067643865444
6242-FEGFD,66,Two year,Fiber optic,6424.25,No,1_Low,0.041462814866414656
7978-DKUQH,25,Month-to-month,Fiber optic,1797.75,Yes,2_Medium,0.6861570912118404
3049-SOLAY,3,Month-to-month,Fiber optic,292.85,Yes,3_High,0.9183133298996156
1482-OXZSY,30,Month-to-month,Fiber optic,2936.25,Yes,3_High,0.7256235824350614
7733-UDMTP,57,Month-to-month,DSL,3094.05,No,1_Low,0.2836337511405589
7078-NVFAM,32,Month-to-month,DSL,1051.05,No,1_Low,0.26686478650020873
5032-USPKF,38,One year,DSL,3187.65,No,1_Low,0.15958775223735802
3546-GHEAE,7,Two year,No,165.35,No,1_Low,0.08684049982526969
2439-LYPMQ,38,Month-to-month,Fiber optic,4009.2,Yes,3_High,0.8185789354916498
0347-UBKUZ,15,Month-to-month,No,320.45,No,1_Low,0.20819128857191999
4831-EOBFE,29,Month-to-month,Fiber optic,2649.15,Yes,2_Medium,0.6173350962992197
2626-URJFX,4,Month-to-month,DSL,225.6,Yes,3_High,0.8048132637537497
4900-MSOMT,72,Two year,DSL,5714.2,No,1_Low,0.01059285086772896
3457-PQBYH,58,Two year,No,1160.75,No,1_Low,0.0026190192965325353
2682-KEVRP,22,One year,No,417.0,No,1_Low,0.11810193452700925
8580-AECUZ,1,Month-to-month,Fiber optic,79.1,Yes,3_High,0.9157295477946918
7113-HIPFI,66,Two year,DSL,4097.05,No,1_Low,0.004332909167159199
1866-ZSLJM,21,Month-to-month,No,402.85,No,1_Low,0.14741609075613812
6698-OXETB,11,Two year,No,231.45,No,1_Low,0.06719642332852338
2692-PFYTJ,1,Month-to-month,No,25.75,Yes,2_Medium,0.5356655235307536
3439-GVUSX,1,Month-to-month,DSL,24.4,Yes,3_High,0.7601840151770343
3016-KSVCP,29,Month-to-month,DSL,1009.25,Yes,2_Medium,0.40015321105460644
8043-PNYSD,63,Two year,No,1245.6,No,1_Low,0.0018435293561126465
1485-YDHMM,52,Month-to-month,Fiber optic,4631.7,No,1_Low,0.3916621999867946
3336-JORSO,33,Month-to-month,Fiber optic,3655.45,Yes,3_High,0.7680623510421809
0388-EOPEX,2,Month-to-month,Fiber optic,139.4,Yes,3_High,0.7817632559130993
4690-PKDQG,42,Month-to-month,Fiber optic,3930.6,Yes,3_High,0.7376707748753157
7730-CLDSV,72,Two year,Fiber optic,7129.45,No,1_Low,0.09113992154348634
1945-XISKS,67,Two year,No,1335.2,No,1_Low,0.0012232349940756724
7657-DYEPJ,38,One year,DSL,2497.35,No,1_Low,0.12432331645862804
5236-PERKL,57,Two year,Fiber optic,6465.0,No,1_Low,0.24123149012122316
4608-LCIMN,8,Month-to-month,DSL,369.15,Yes,2_Medium,0.5503938623286614
5566-SOEZD,27,One year,Fiber optic,2209.75,No,1_Low,0.3364078966178222
3227-WLKLI,65,Two year,DSL,5963.95,No,1_Low,0.0249726389610548
7398-HPYZQ,71,Two year,DSL,6404.0,No,1_Low,0.0181330515011065
9408-SSNVZ,4,Month-to-month,Fiber optic,268.35,Yes,3_High,0.8617355961300909
9851-KIELU,10,Month-to-month,Fiber optic,1043.3,Yes,2_Medium,0.6211057586677976
9221-OTIVJ,14,Month-to-month,Fiber optic,1531.4,Yes,3_High,0.8819325797417917
6725-TPKJO,44,Two year,No,845.25,No,1_Low,0.006753451451871063
3627-FHKBK,1,Month-to-month,Fiber optic,75.3,Yes,2_Medium,0.6833388925383127
1353-GHZOS,22,One year,DSL,1374.35,No,1_Low,0.2542259040664782
4800-VHZKI,1,Month-to-month,No,19.9,Yes,2_Medium,0.47438773708360704
0817-HSUSE,1,Month-to-month,DSL,75.5,Yes,3_High,0.7027909761426194
4373-VVHQL,1,Month-to-month,DSL,44.75,Yes,3_High,0.7815842036220911
4425-OWHWB,20,One year,No,433.75,No,1_Low,0.11630341419682906
4199-QHJNM,67,Two year,Fiber optic,6989.7,No,1_Low,0.1505126413993061
3584-WKTTW,51,One year,Fiber optic,5720.35,Yes,2_Medium,0.5043421749990039
7601-WFVZV,1,Month-to-month,No,19.55,Yes,2_Medium,0.4140312806466649
9090-SGQXL,68,Month-to-month,Fiber optic,7299.65,Yes,3_High,0.7613827718761732
5297-MDOIR,63,One year,Fiber optic,5224.5,No,1_Low,0.15598940700931788
8029-XYPWT,71,Two year,Fiber optic,8016.6,No,1_Low,0.13691427513895277
8071-SBTRN,70,Two year,Fiber optic,7737.55,No,1_Low,0.20462468414586085
6848-HJTXY,64,Two year,No,1208.6,No,1_Low,0.001442856442200775
2925-MXLSX,30,One year,DSL,2038.7,No,1_Low,0.2754139026579059
2996-XAUVF,70,Two year,DSL,2799.75,No,1_Low,0.009605333945630973
0917-EZOLA,72,Two year,Fiber optic,7689.95,No,1_Low,0.2685310825994238
5043-TRZWM,1,Month-to-month,Fiber optic,75.55,Yes,3_High,0.8197532453688374
0727-IWKVK,9,Month-to-month,Fiber optic,741.7,Yes,3_High,0.7487960698208967
